run_id	commit	artifact_dir	worktree_dirty	strategy_sha256	experiment_sha256	protocol_sha256	rationale_sha256	quick_config_sha256	iteration	score	gates_passed	gate_flags	subwindow_trade_counts	trade_count	net_return_contribution_concentration	cost_stress	net_return_sum	avg_trade_net	win_rate	profit_factor	gross_return_sum	cost_return_sum	complexity_count	status	best_status	continuation	stop_reason	elapsed_seconds	note
attempt-0021	69d2cd3	results/autoresearch/attempt-0021	true	7cb580eda029aed650aeae9d5ef9cd44d05231e48cd90e67fc0ecd0c2c5641ab	96c714407f933004d7da5d347604f0ec8c13e950a28081d3e3dbf384fe5af467	15b45634781feb4453f60a2d231a776e5fbbc0b769186e0331e83e4bab8fb1da	6f58811fb3bd7b8c0b22b79bf6e40fd51d76e5f565a26e5aad7836f311c507c5	d3f00d4857ea3a3e290991d75c6edddd1d09585a94399fbc96653d262aa7e5a0	21	-0.2223322024753416	false	trade_floor=pass,subwindow_coverage=pass,breadth=pass,cost_stress=fail,complexity_cap=pass,train_floor=fail	143,114,136,150,138,212	893	0.24350832161909905	-0.2223322024753416	-0.022988692163580175	-2.574321630860042e-05	0.47592385218365063	0.8395133900709552	-0.022988692163580175	0.0	16	discard	unchanged	allowed		227.87263825000264	
attempt-0022	69d2cd3	results/autoresearch/attempt-0022	true	7cb580eda029aed650aeae9d5ef9cd44d05231e48cd90e67fc0ecd0c2c5641ab	77fc80ed583fb7ad95b8140e3901ce1e05e14dbf434c29429ba66cd2cb63c1b5	15b45634781feb4453f60a2d231a776e5fbbc0b769186e0331e83e4bab8fb1da	abb33c941362f527398af2971f0dd68b728a816a4df67faee9956e2d6b145bd8	156e44cb950d000842cf179f4fbab6793b9a812ff9f409327ee362e781994b50	22	-0.16597119675533006	false	trade_floor=pass,subwindow_coverage=pass,breadth=pass,cost_stress=fail,complexity_cap=pass,train_floor=fail	152,122,144,167,150,223	958	0.2578988087081061	-0.16597119675533006	-0.017986115903743875	-1.8774651256517614e-05	0.48329853862212946	0.8816549183828686	-0.017986115903743875	0.0	16	discard	unchanged	allowed		229.90111874998547	
attempt-0023	69d2cd3	results/autoresearch/attempt-0023	true	7cb580eda029aed650aeae9d5ef9cd44d05231e48cd90e67fc0ecd0c2c5641ab	6401f1d716c1d469299433a97c329441f31bb8f26687d65e0ef0dee25252eb7d	15b45634781feb4453f60a2d231a776e5fbbc0b769186e0331e83e4bab8fb1da	0d7b7063a532633309f21dad30527369b2c13fb1011406f2c619ac6db5d8ba7d	f0633eccfa22bb406fe06da7aebacc39a9b34e447c5f8bb8278240d56138e1fe	23	-0.18169681610723434	false	trade_floor=pass,subwindow_coverage=pass,breadth=pass,cost_stress=fail,complexity_cap=pass,train_floor=fail	130,105,131,140,150,237	893	0.23204325965981007	-0.18169681610723434	-0.008831648366039953	-9.889863791758066e-06	0.48152295632698766	0.9330852468536339	-0.008831648366039953	0.0	16	discard	unchanged	allowed		228.1492769169854	
attempt-0024	69d2cd3	results/autoresearch/attempt-0024	true	7cb580eda029aed650aeae9d5ef9cd44d05231e48cd90e67fc0ecd0c2c5641ab	f264b22705223658dcb46969e56c9c6b9015e07ccfc52678a49e92173144223b	15b45634781feb4453f60a2d231a776e5fbbc0b769186e0331e83e4bab8fb1da	c7b2e98c282e175fabaa235e001df641f1d6b1aff0b10f5a456d1c2a559cc833	0efe3fd1e757c37ede6139e40edb3f59d035ae9d34d78b5042f3a823fb1b3ff8	24	-0.22385191443814836	false	trade_floor=pass,subwindow_coverage=pass,breadth=pass,cost_stress=fail,complexity_cap=pass,train_floor=fail	122,82,117,148,130,202	801	0.24746310040519412	-0.22385191443814836	-0.021315225305702	-2.6610768171912606e-05	0.48314606741573035	0.8363920620438782	-0.021315225305702	0.0	16	discard	unchanged	allowed		221.8784697089868	
attempt-0025	69d2cd3	results/autoresearch/attempt-0025	true	7cb580eda029aed650aeae9d5ef9cd44d05231e48cd90e67fc0ecd0c2c5641ab	1c6865653f3c964b6144046d20084a88c6c6dcdde80053df1619de9b4ad9cafb	15b45634781feb4453f60a2d231a776e5fbbc0b769186e0331e83e4bab8fb1da	7b622601f819010184f5c35e22ba14296b2206e97ab8fbc71a5fe20b7e542ac5	b03ecf0640c727e2c817ba4ff8412533fbaf576c20e23ae808fabf839f01a01c	25	-0.2340746444197623	false	trade_floor=pass,subwindow_coverage=pass,breadth=pass,cost_stress=fail,complexity_cap=pass,train_floor=fail	124,91,113,130,123,200	781	0.24361011542360236	-0.2340746444197623	-0.01783285296016295	-2.2833358463716965e-05	0.4788732394366197	0.8549348408110272	-0.01783285296016295	0.0	16	discard	unchanged	allowed		227.44315504201222	
attempt-0026	69d2cd3	results/autoresearch/attempt-0026	true	7cb580eda029aed650aeae9d5ef9cd44d05231e48cd90e67fc0ecd0c2c5641ab	85c29f435f1d85e54f0a2052c8da1d6bd14cbde3ed92bb119ba6472a11f75dd7	15b45634781feb4453f60a2d231a776e5fbbc0b769186e0331e83e4bab8fb1da	3a9dab03c83125143e48cdd83a4bd6b1e57f4e1a2feb68e6c776480b0042f09b	786eb4393436d66c7604d588c59bcf2756fb4ccd8fca808417f54e232cbaaf31	26	-0.1656706374435942	false	trade_floor=pass,subwindow_coverage=pass,breadth=pass,cost_stress=fail,complexity_cap=pass,train_floor=fail	124,99,118,139,132,206	818	0.23796127595796182	-0.1656706374435942	-0.020083346468009317	-2.4551768298299898e-05	0.4828850855745721	0.8447670888938918	-0.020083346468009317	0.0	16	discard	unchanged	allowed		223.3895814579737	
attempt-0027	69d2cd3	results/autoresearch/attempt-0027	true	7cb580eda029aed650aeae9d5ef9cd44d05231e48cd90e67fc0ecd0c2c5641ab	95a88928d45ad32896ea9cb750134d24838ec5045111d433e8d70da9f6986ac8	15b45634781feb4453f60a2d231a776e5fbbc0b769186e0331e83e4bab8fb1da	7d94d60a7d704780aa611c0ef308cd5ddd9f82786b27d3c57266404737a97498	1e70a67d2ea3a7c7d053fca21acbfc41843ebdbaf370f6010cf8cbce20aa02e3	27	-0.20402934465415604	false	trade_floor=pass,subwindow_coverage=pass,breadth=pass,cost_stress=fail,complexity_cap=pass,train_floor=fail	130,94,122,142,127,197	812	0.22891032917914797	-0.20402934465415604	-0.014105701280483843	-1.7371553301088476e-05	0.4876847290640394	0.888765952278879	-0.014105701280483843	0.0	16	discard	unchanged	allowed		228.50291524999193	
attempt-0028	69d2cd3	results/autoresearch/attempt-0028	true	7cb580eda029aed650aeae9d5ef9cd44d05231e48cd90e67fc0ecd0c2c5641ab	523c32b36f82d3640d8799cdf8ab4138e0dc7319fdab0e3b81a99177d22cdb9c	15b45634781feb4453f60a2d231a776e5fbbc0b769186e0331e83e4bab8fb1da	1d299ce3f7a20965fa427c4a1d67a97e11c530c42d0783bc0637a9323d0a1a41	4682cd389aab338fcc1e956a78d89bbc2613d47473fec6d689847b78faa5a942	28	-0.16435700737572168	false	trade_floor=pass,subwindow_coverage=pass,breadth=pass,cost_stress=fail,complexity_cap=pass,train_floor=fail	134,102,124,143,134,224	861	0.22991505306666857	-0.16435700737572168	-0.015761377843538395	-1.8305897611542852e-05	0.47735191637630664	0.8813530143213821	-0.015761377843538395	0.0	16	discard	unchanged	allowed		226.43045304098632	
attempt-0029	69d2cd3	results/autoresearch/attempt-0029	true	7cb580eda029aed650aeae9d5ef9cd44d05231e48cd90e67fc0ecd0c2c5641ab	37f570a3a2f0a3e1f2cd817ad11884125f4aeb119dd48dc6863e537f9a739537	15b45634781feb4453f60a2d231a776e5fbbc0b769186e0331e83e4bab8fb1da	b5fabb4eab0aa845da622bc6456248d4cb0cb4826d581ebe6af66c3f0e369e25	2eb23101d518b97142316ca0150124f9be9fd2148f8743d31ccbc90775b789d2	29	-0.1451217729410911	false	trade_floor=pass,subwindow_coverage=pass,breadth=pass,cost_stress=fail,complexity_cap=pass,train_floor=fail	115,95,113,137,122,194	776	0.24065226376132276	-0.1451217729410911	-0.009442555196265684	-1.2168241232301139e-05	0.4884020618556701	0.9196249971543776	-0.009442555196265684	0.0	16	discard	unchanged	allowed		226.05262954198406	
attempt-0030	69d2cd3	results/autoresearch/attempt-0030	true	7cb580eda029aed650aeae9d5ef9cd44d05231e48cd90e67fc0ecd0c2c5641ab	be5a0eb98d539f72940f2fe6b5f101c3ba95165c13367e74bb6bc69449e5d42b	15b45634781feb4453f60a2d231a776e5fbbc0b769186e0331e83e4bab8fb1da	2585335f4094ee808885f587c7b1b0de027c14b12cde772f63732eec5a664fb5	152cb4f8cf423e8cc4e35291ccc2358c9b88248330a60ac39d041fc1e8091c25	30	-0.17245814553495262	false	trade_floor=pass,subwindow_coverage=pass,breadth=pass,cost_stress=fail,complexity_cap=pass,train_floor=fail	116,92,117,134,123,187	769	0.23767960138321853	-0.17245814553495262	-0.008447848072333973	-1.0985498143477208e-05	0.49154746423927176	0.9275724121415451	-0.008447848072333973	0.0	16	discard	unchanged	allowed		221.25430216698442	
