symbol,decision_time,as_of_time,side,weight,max_hold_bars,metadata
LINK-PERP,2026-01-09T16:01:00+00:00,2026-01-09T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 45.36862003780673, ""funding_pressure_bps"": 4.7522, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-09T16:01:00+00:00,2026-01-09T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 40.47558816089092, ""funding_pressure_bps"": 4.0716, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-01-09T16:01:00+00:00,2026-01-09T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 68.50601429998049, ""funding_pressure_bps"": 2.9574000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-01-09T16:01:00+00:00,2026-01-09T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 48.21635028387172, ""funding_pressure_bps"": 2.5174000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-01-09T16:01:00+00:00,2026-01-09T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 120.40467369621055, ""funding_pressure_bps"": 2.05, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-01-10T08:01:00+00:00,2026-01-10T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 48.8773484038485, ""funding_pressure_bps"": 4.0678, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-10T08:01:00+00:00,2026-01-10T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 5.161290322579504, ""funding_pressure_bps"": 3.3029, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-01-10T08:01:00+00:00,2026-01-10T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 18.24444970138117, ""funding_pressure_bps"": 2.4993, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-01-10T08:01:00+00:00,2026-01-10T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 7.022696781817661, ""funding_pressure_bps"": 1.6742, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-01-10T08:01:00+00:00,2026-01-10T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 14.989293361884481, ""funding_pressure_bps"": 1.0715000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
