symbol,decision_time,as_of_time,side,weight,max_hold_bars,metadata
ETH-PERP,2025-11-20T08:01:00+00:00,2025-11-20T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 12.160558924334541, ""funding_pressure_bps"": 3.4865999999999997, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-20T16:01:00+00:00,2025-11-20T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 0.6356874960267156, ""funding_pressure_bps"": 2.9757, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-20T20:01:00+00:00,2025-11-20T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 80.99976857208979, ""funding_pressure_bps"": 4.8582, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-20T20:01:00+00:00,2025-11-20T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 97.09047825130712, ""funding_pressure_bps"": 3.1654000000000004, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-20T20:01:00+00:00,2025-11-20T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 55.73618207152853, ""funding_pressure_bps"": 2.9646000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-21T12:01:00+00:00,2025-11-21T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 15.715155203896991, ""funding_pressure_bps"": 3.2054, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-21T12:01:00+00:00,2025-11-21T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 23.75917077882983, ""funding_pressure_bps"": 2.7005, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-22T08:01:00+00:00,2025-11-22T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 117.20698254364059, ""funding_pressure_bps"": 2.5672, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-22T08:01:00+00:00,2025-11-22T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 48.36115497817373, ""funding_pressure_bps"": 1.9776, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-22T08:01:00+00:00,2025-11-22T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 40.08318299665525, ""funding_pressure_bps"": 1.9546000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-22T20:01:00+00:00,2025-11-22T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 30.007501875468634, ""funding_pressure_bps"": 3.4874, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-22T20:01:00+00:00,2025-11-22T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 6.187308011473824, ""funding_pressure_bps"": 2.1098000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-22T20:01:00+00:00,2025-11-22T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 8.331725767873888, ""funding_pressure_bps"": 2.0331, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-23T04:01:00+00:00,2025-11-23T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 91.8922739803496, ""funding_pressure_bps"": 1.0964, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-23T16:01:00+00:00,2025-11-23T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 19.240019240018835, ""funding_pressure_bps"": 2.0965, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-23T16:01:00+00:00,2025-11-23T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 7.910410007587743, ""funding_pressure_bps"": 1.7129999999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-23T20:01:00+00:00,2025-11-23T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 92.96984829352483, ""funding_pressure_bps"": 1.5353999999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-25T04:01:00+00:00,2025-11-25T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 17.236807212941407, ""funding_pressure_bps"": 1.6568, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-25T04:01:00+00:00,2025-11-25T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 15.53277415346388, ""funding_pressure_bps"": 1.2538, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-25T12:01:00+00:00,2025-11-25T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 9.942286240847142, ""funding_pressure_bps"": 2.018, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-26T08:01:00+00:00,2025-11-26T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 42.85902677040765, ""funding_pressure_bps"": 2.5711, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-26T08:01:00+00:00,2025-11-26T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 1.325336006661182, ""funding_pressure_bps"": 1.7838, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-26T08:01:00+00:00,2025-11-26T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 44.58794587945958, ""funding_pressure_bps"": 1.2913000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-26T08:01:00+00:00,2025-11-26T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 61.58218853623776, ""funding_pressure_bps"": 1.0519, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-26T20:01:00+00:00,2025-11-26T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 59.08309026998681, ""funding_pressure_bps"": 2.0026, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-26T20:01:00+00:00,2025-11-26T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 67.30099791134813, ""funding_pressure_bps"": 1.8319, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-27T08:01:00+00:00,2025-11-27T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 36.090225563909506, ""funding_pressure_bps"": 4.6942, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-27T08:01:00+00:00,2025-11-27T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 64.99535747446438, ""funding_pressure_bps"": 3.7773, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-27T08:01:00+00:00,2025-11-27T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 20.148186663200285, ""funding_pressure_bps"": 1.8225, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-27T20:01:00+00:00,2025-11-27T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 23.827252419954537, ""funding_pressure_bps"": 4.3551, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-27T20:01:00+00:00,2025-11-27T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 92.65693768820915, ""funding_pressure_bps"": 3.012, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-28T16:01:00+00:00,2025-11-28T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 51.127120613525534, ""funding_pressure_bps"": 2.2845, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-28T20:01:00+00:00,2025-11-28T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 77.11689699931412, ""funding_pressure_bps"": 2.906, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-28T20:01:00+00:00,2025-11-28T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 57.30402817181401, ""funding_pressure_bps"": 1.3107, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-29T08:01:00+00:00,2025-11-29T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 6.87968200580924, ""funding_pressure_bps"": 2.1649000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-29T20:01:00+00:00,2025-11-29T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 20.018478595627, ""funding_pressure_bps"": 2.9298, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-30T08:01:00+00:00,2025-11-30T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 43.88328585726242, ""funding_pressure_bps"": 3.5642000000000005, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-30T08:01:00+00:00,2025-11-30T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 28.909506521446193, ""funding_pressure_bps"": 1.5673, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-30T08:01:00+00:00,2025-11-30T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 43.83984911868977, ""funding_pressure_bps"": 1.4867, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-30T08:01:00+00:00,2025-11-30T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 20.376990861761257, ""funding_pressure_bps"": 1.2069, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-30T20:01:00+00:00,2025-11-30T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 4.710315591145431, ""funding_pressure_bps"": 2.0655, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-30T20:01:00+00:00,2025-11-30T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 1.0173507530031323, ""funding_pressure_bps"": 1.7931, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-01T08:01:00+00:00,2025-12-01T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 72.75733774286807, ""funding_pressure_bps"": 3.251, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-01T08:01:00+00:00,2025-12-01T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 93.57941252924329, ""funding_pressure_bps"": 2.4010000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-01T08:01:00+00:00,2025-12-01T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 31.27661604684695, ""funding_pressure_bps"": 2.0864, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-01T08:01:00+00:00,2025-12-01T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 53.43615269000068, ""funding_pressure_bps"": 1.9746, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-01T16:01:00+00:00,2025-12-01T16:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -99.16376822319273, ""funding_pressure_bps"": -1.3711000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-02T04:01:00+00:00,2025-12-02T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 40.221774915651935, ""funding_pressure_bps"": 2.1252, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-02T04:01:00+00:00,2025-12-02T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 64.96100140202854, ""funding_pressure_bps"": 1.1108, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-02T08:01:00+00:00,2025-12-02T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -20.615520541893417, ""funding_pressure_bps"": -3.5744, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-02T08:01:00+00:00,2025-12-02T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -43.48938347403464, ""funding_pressure_bps"": -2.4064, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-02T20:01:00+00:00,2025-12-02T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 41.53274297583831, ""funding_pressure_bps"": 1.0276999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-03T04:01:00+00:00,2025-12-03T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 173.7733644859807, ""funding_pressure_bps"": 2.5315, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-03T04:01:00+00:00,2025-12-03T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 53.10180944415599, ""funding_pressure_bps"": 1.8811000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-03T08:01:00+00:00,2025-12-03T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 103.2956222331527, ""funding_pressure_bps"": 2.745, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-03T08:01:00+00:00,2025-12-03T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 36.28940802903102, ""funding_pressure_bps"": 1.6113, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-03T20:01:00+00:00,2025-12-03T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 47.44690465431578, ""funding_pressure_bps"": 2.9181, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-04T04:01:00+00:00,2025-12-04T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 32.487227110420406, ""funding_pressure_bps"": 2.1272, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-04T08:01:00+00:00,2025-12-04T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 78.10756527560913, ""funding_pressure_bps"": 4.4574, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-04T08:01:00+00:00,2025-12-04T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 110.60100166945031, ""funding_pressure_bps"": 3.1006, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-04T16:01:00+00:00,2025-12-04T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 70.41781235329614, ""funding_pressure_bps"": 3.8899, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-04T16:01:00+00:00,2025-12-04T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 116.57585633563671, ""funding_pressure_bps"": 2.7125, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-05T04:01:00+00:00,2025-12-05T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 13.676772281743244, ""funding_pressure_bps"": 4.2286, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-05T04:01:00+00:00,2025-12-05T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 29.364022111615373, ""funding_pressure_bps"": 3.3353, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-05T08:01:00+00:00,2025-12-05T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 68.30601092896238, ""funding_pressure_bps"": 3.9286000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-05T08:01:00+00:00,2025-12-05T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 62.88419416378144, ""funding_pressure_bps"": 2.2472, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-05T08:01:00+00:00,2025-12-05T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 39.03388415448683, ""funding_pressure_bps"": 2.0749, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-05T16:01:00+00:00,2025-12-05T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 2.347969006808448, ""funding_pressure_bps"": 4.178, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-05T16:01:00+00:00,2025-12-05T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 15.028719043579386, ""funding_pressure_bps"": 3.8109, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-05T20:01:00+00:00,2025-12-05T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 43.36826888326595, ""funding_pressure_bps"": 3.3923, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-05T20:01:00+00:00,2025-12-05T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 40.14241479822766, ""funding_pressure_bps"": 2.1535, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-05T20:01:00+00:00,2025-12-05T20:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 31.081181084882115, ""funding_pressure_bps"": 1.4898, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-06T04:01:00+00:00,2025-12-06T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 45.12411611278022, ""funding_pressure_bps"": 3.1169, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-06T04:01:00+00:00,2025-12-06T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 4.806536890169522, ""funding_pressure_bps"": 2.4064, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-06T08:01:00+00:00,2025-12-06T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 4.2005541156497905, ""funding_pressure_bps"": 1.7792999999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-06T08:01:00+00:00,2025-12-06T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 5.750017968806365, ""funding_pressure_bps"": 1.5053, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-06T16:01:00+00:00,2025-12-06T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 20.832097251612947, ""funding_pressure_bps"": 2.1996, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-06T20:01:00+00:00,2025-12-06T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -97.09430998786294, ""funding_pressure_bps"": -2.3776, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-06T20:01:00+00:00,2025-12-06T20:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -35.060103033771604, ""funding_pressure_bps"": -1.1009, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-07T04:01:00+00:00,2025-12-07T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 34.02109636680972, ""funding_pressure_bps"": 1.6724, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-07T16:01:00+00:00,2025-12-07T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 57.905577836536715, ""funding_pressure_bps"": 1.1167, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-08T04:01:00+00:00,2025-12-08T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 59.522846744843875, ""funding_pressure_bps"": 1.0185000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-08T04:01:00+00:00,2025-12-08T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 54.312404953291704, ""funding_pressure_bps"": 1.0071, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-08T08:01:00+00:00,2025-12-08T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 24.601512456297048, ""funding_pressure_bps"": 1.7076, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-08T08:01:00+00:00,2025-12-08T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 82.27550540667706, ""funding_pressure_bps"": 1.0325, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-09T04:01:00+00:00,2025-12-09T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 57.55702408868135, ""funding_pressure_bps"": 2.4501999999999997, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-09T04:01:00+00:00,2025-12-09T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 84.09250175192673, ""funding_pressure_bps"": 2.1621, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-09T04:01:00+00:00,2025-12-09T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 68.27004165083972, ""funding_pressure_bps"": 2.0917, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-09T04:01:00+00:00,2025-12-09T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 40.71219676968995, ""funding_pressure_bps"": 1.5465000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-10T04:01:00+00:00,2025-12-10T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 62.841530054644764, ""funding_pressure_bps"": 4.0429, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
