symbol,decision_time,as_of_time,side,weight,max_hold_bars,metadata
ETH-PERP,2025-12-12T04:01:00+00:00,2025-12-12T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 51.122685149325164, ""funding_pressure_bps"": 1.2888, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-13T04:01:00+00:00,2025-12-13T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 46.184297338904834, ""funding_pressure_bps"": 1.665, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-13T16:01:00+00:00,2025-12-13T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 67.78425655976639, ""funding_pressure_bps"": 2.4355, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-13T16:01:00+00:00,2025-12-13T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 20.123616501364072, ""funding_pressure_bps"": 1.1027, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-14T08:01:00+00:00,2025-12-14T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 34.39695550351285, ""funding_pressure_bps"": 2.831, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-15T04:01:00+00:00,2025-12-15T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 8.880337452823461, ""funding_pressure_bps"": 3.0205, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-15T08:01:00+00:00,2025-12-15T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 26.096434983329253, ""funding_pressure_bps"": 3.0966, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-15T08:01:00+00:00,2025-12-15T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 12.94830723207685, ""funding_pressure_bps"": 1.5968000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-16T08:01:00+00:00,2025-12-16T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -46.522447080715736, ""funding_pressure_bps"": -1.5616999999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-16T12:01:00+00:00,2025-12-16T12:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 189.17498686284785, ""funding_pressure_bps"": 1.2127000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-16T16:01:00+00:00,2025-12-16T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 214.66624882481966, ""funding_pressure_bps"": 1.4325, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-16T16:01:00+00:00,2025-12-16T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 233.59580052493502, ""funding_pressure_bps"": 1.2127000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-17T08:01:00+00:00,2025-12-17T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 52.12617491843652, ""funding_pressure_bps"": 2.8114000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-17T12:01:00+00:00,2025-12-17T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 57.853859565699665, ""funding_pressure_bps"": 2.4902, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-18T04:01:00+00:00,2025-12-18T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 63.40840826878136, ""funding_pressure_bps"": 3.1444000000000005, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-18T08:01:00+00:00,2025-12-18T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 80.35122597746857, ""funding_pressure_bps"": 2.8812, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-19T08:01:00+00:00,2025-12-19T08:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 169.39738961399664, ""funding_pressure_bps"": 1.3492, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-19T12:01:00+00:00,2025-12-19T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 34.80356973579069, ""funding_pressure_bps"": 1.3939000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-19T16:01:00+00:00,2025-12-19T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 136.61202185792254, ""funding_pressure_bps"": 2.444, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-19T16:01:00+00:00,2025-12-19T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 87.20024914357083, ""funding_pressure_bps"": 1.5847000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-20T04:01:00+00:00,2025-12-20T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 36.80883412018776, ""funding_pressure_bps"": 3.1256000000000004, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-20T04:01:00+00:00,2025-12-20T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 45.28492183560218, ""funding_pressure_bps"": 3.0151, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-20T04:01:00+00:00,2025-12-20T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 33.59804520464138, ""funding_pressure_bps"": 2.9943999999999997, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-20T16:01:00+00:00,2025-12-20T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 10.610079575597009, ""funding_pressure_bps"": 3.0024, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-20T16:01:00+00:00,2025-12-20T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 7.933989209776282, ""funding_pressure_bps"": 2.8896, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-20T16:01:00+00:00,2025-12-20T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 10.613296944885775, ""funding_pressure_bps"": 2.454, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-21T04:01:00+00:00,2025-12-21T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 22.484541877458852, ""funding_pressure_bps"": 4.5742, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-21T04:01:00+00:00,2025-12-21T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 14.659544711610462, ""funding_pressure_bps"": 1.5841, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-21T16:01:00+00:00,2025-12-21T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 65.33812479581735, ""funding_pressure_bps"": 2.3721, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-22T04:01:00+00:00,2025-12-22T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 61.751924982844656, ""funding_pressure_bps"": 1.5908, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-22T04:01:00+00:00,2025-12-22T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 48.8821219649016, ""funding_pressure_bps"": 1.3760000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-22T08:01:00+00:00,2025-12-22T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 82.19178082191858, ""funding_pressure_bps"": 1.4768000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-22T16:01:00+00:00,2025-12-22T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 109.8735701384701, ""funding_pressure_bps"": 1.1079, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-23T12:01:00+00:00,2025-12-23T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 60.647934899433764, ""funding_pressure_bps"": 1.0567, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-24T08:01:00+00:00,2025-12-24T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 11.953551912569083, ""funding_pressure_bps"": 1.5257, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-24T08:01:00+00:00,2025-12-24T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 32.11726920859803, ""funding_pressure_bps"": 1.3669, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-25T04:01:00+00:00,2025-12-25T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 40.7298794395583, ""funding_pressure_bps"": 2.0052000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-25T04:01:00+00:00,2025-12-25T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 95.26478005043471, ""funding_pressure_bps"": 1.1860000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-25T08:01:00+00:00,2025-12-25T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 9.919175819101955, ""funding_pressure_bps"": 3.213, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-25T16:01:00+00:00,2025-12-25T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 167.99544419134227, ""funding_pressure_bps"": 1.4514, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-27T08:01:00+00:00,2025-12-27T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 22.085889570553352, ""funding_pressure_bps"": 3.6222000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-27T12:01:00+00:00,2025-12-27T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 25.409373235460997, ""funding_pressure_bps"": 3.0882, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-28T04:01:00+00:00,2025-12-28T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 37.747972050437006, ""funding_pressure_bps"": 4.4326, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-28T04:01:00+00:00,2025-12-28T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 24.396855516399807, ""funding_pressure_bps"": 3.3876, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-28T16:01:00+00:00,2025-12-28T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 53.810938880411996, ""funding_pressure_bps"": 5.0, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-28T16:01:00+00:00,2025-12-28T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 31.373563179277753, ""funding_pressure_bps"": 2.5491, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-29T04:01:00+00:00,2025-12-29T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 229.3396599446429, ""funding_pressure_bps"": 5.0, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-29T04:01:00+00:00,2025-12-29T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 179.0008014961253, ""funding_pressure_bps"": 5.0, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-29T04:01:00+00:00,2025-12-29T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 191.75493959920465, ""funding_pressure_bps"": 3.5181999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-29T08:01:00+00:00,2025-12-29T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 22.870662460567903, ""funding_pressure_bps"": 2.0493, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-29T16:01:00+00:00,2025-12-29T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 82.99430431244926, ""funding_pressure_bps"": 3.8135000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-30T04:01:00+00:00,2025-12-30T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 55.51560673548561, ""funding_pressure_bps"": 2.2856, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-30T08:01:00+00:00,2025-12-30T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 46.31886884446601, ""funding_pressure_bps"": 2.7, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-30T16:01:00+00:00,2025-12-30T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 111.0470884660364, ""funding_pressure_bps"": 3.9439, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-31T08:01:00+00:00,2025-12-31T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 16.488885269929643, ""funding_pressure_bps"": 3.0706, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-31T08:01:00+00:00,2025-12-31T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 29.088558500325323, ""funding_pressure_bps"": 1.8253, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-31T12:01:00+00:00,2025-12-31T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 82.32582208213657, ""funding_pressure_bps"": 1.8746, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-31T16:01:00+00:00,2025-12-31T16:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -166.4771804450216, ""funding_pressure_bps"": -1.205, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-01T04:01:00+00:00,2026-01-01T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -12.015620306397023, ""funding_pressure_bps"": -2.1, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-01-02T04:01:00+00:00,2026-01-02T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 219.83235805788314, ""funding_pressure_bps"": 1.4437, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-01-02T08:01:00+00:00,2026-01-02T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 12.7033723113823, ""funding_pressure_bps"": 3.1069000000000004, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-02T08:01:00+00:00,2026-01-02T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -72.6054174811508, ""funding_pressure_bps"": -1.6604999999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-01-03T04:01:00+00:00,2026-01-03T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 151.53650972652866, ""funding_pressure_bps"": 5.0, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-03T04:01:00+00:00,2026-01-03T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 119.44091486658203, ""funding_pressure_bps"": 4.2799, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-04T04:01:00+00:00,2026-01-04T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 142.2041645505323, ""funding_pressure_bps"": 5.0, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-01-04T12:01:00+00:00,2026-01-04T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 42.616822429906165, ""funding_pressure_bps"": 4.9093, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-01-04T16:01:00+00:00,2026-01-04T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 9.077951978950782, ""funding_pressure_bps"": 2.6404, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-05T08:01:00+00:00,2026-01-05T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 55.19317611640595, ""funding_pressure_bps"": 4.4718, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-01-05T08:01:00+00:00,2026-01-05T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 48.12319538017196, ""funding_pressure_bps"": 3.8388, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-06T04:01:00+00:00,2026-01-06T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 42.482888836439244, ""funding_pressure_bps"": 4.041, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-01-06T04:01:00+00:00,2026-01-06T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 82.51914444151076, ""funding_pressure_bps"": 3.8135000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-01-06T12:01:00+00:00,2026-01-06T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 66.67632990288385, ""funding_pressure_bps"": 3.0542000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-01-06T16:01:00+00:00,2026-01-06T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 98.30498008583044, ""funding_pressure_bps"": 2.5212, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-01-07T04:01:00+00:00,2026-01-07T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 63.40183646698749, ""funding_pressure_bps"": 3.7499000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-01-07T04:01:00+00:00,2026-01-07T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 62.76962899051108, ""funding_pressure_bps"": 3.1904000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-07T08:01:00+00:00,2026-01-07T08:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 199.8050682261221, ""funding_pressure_bps"": 2.3164, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-07T12:01:00+00:00,2026-01-07T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 112.14041930765362, ""funding_pressure_bps"": 2.3164, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-08T12:01:00+00:00,2026-01-08T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 28.263103802672607, ""funding_pressure_bps"": 3.9632, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-01-08T12:01:00+00:00,2026-01-08T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 35.48324643331657, ""funding_pressure_bps"": 3.816, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2026-01-08T12:01:00+00:00,2026-01-08T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 41.526501311786035, ""funding_pressure_bps"": 3.353, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-01-08T12:01:00+00:00,2026-01-08T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 61.653219668138526, ""funding_pressure_bps"": 3.2635, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-01-08T16:01:00+00:00,2026-01-08T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 164.8863717829241, ""funding_pressure_bps"": 2.5357, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-09T04:01:00+00:00,2026-01-09T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 70.83227928155856, ""funding_pressure_bps"": 3.7207, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-01-09T04:01:00+00:00,2026-01-09T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 75.69449701006815, ""funding_pressure_bps"": 3.3583000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-01-09T04:01:00+00:00,2026-01-09T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 79.67846566069525, ""funding_pressure_bps"": 2.4806, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2026-01-09T12:01:00+00:00,2026-01-09T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 13.11479767877044, ""funding_pressure_bps"": 2.9574000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2026-01-09T16:01:00+00:00,2026-01-09T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 120.40467369621055, ""funding_pressure_bps"": 2.05, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-01-10T08:01:00+00:00,2026-01-10T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 48.8773484038485, ""funding_pressure_bps"": 4.0678, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2026-01-10T12:01:00+00:00,2026-01-10T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 28.219599794767625, ""funding_pressure_bps"": 2.6012000000000004, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2026-01-11T04:01:00+00:00,2026-01-11T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 33.37631798528528, ""funding_pressure_bps"": 3.4811, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
