symbol,decision_time,as_of_time,side,weight,max_hold_bars,metadata
LINK-PERP,2025-11-12T12:01:00+00:00,2025-11-12T12:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 233.82894904053987, ""funding_pressure_bps"": 1.4073, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-13T04:01:00+00:00,2025-11-13T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 175.47964436125386, ""funding_pressure_bps"": 1.0414999999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-13T08:01:00+00:00,2025-11-13T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 33.87032261907841, ""funding_pressure_bps"": 2.3685, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-13T08:01:00+00:00,2025-11-13T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 25.95889421701969, ""funding_pressure_bps"": 1.9364, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-13T12:01:00+00:00,2025-11-13T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 47.4367034348755, ""funding_pressure_bps"": 1.0211, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-14T04:01:00+00:00,2025-11-14T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 56.884594405048894, ""funding_pressure_bps"": 2.5946, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-14T08:01:00+00:00,2025-11-14T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 46.02991944764323, ""funding_pressure_bps"": 1.3569, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-14T16:01:00+00:00,2025-11-14T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 244.46460456423847, ""funding_pressure_bps"": 2.2479, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-15T04:01:00+00:00,2025-11-15T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 94.08305154146701, ""funding_pressure_bps"": 4.2728, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-16T04:01:00+00:00,2025-11-16T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 121.30726416440751, ""funding_pressure_bps"": 3.6290999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-16T04:01:00+00:00,2025-11-16T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 139.2843877677352, ""funding_pressure_bps"": 3.2625000000000006, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-16T04:01:00+00:00,2025-11-16T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 165.4574608264947, ""funding_pressure_bps"": 3.2016999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-16T08:01:00+00:00,2025-11-16T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 92.98393913778513, ""funding_pressure_bps"": 3.8476, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-16T08:01:00+00:00,2025-11-16T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 75.83316703252851, ""funding_pressure_bps"": 1.6578, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-17T04:01:00+00:00,2025-11-17T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 188.91352265326012, ""funding_pressure_bps"": 4.2458, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-17T04:01:00+00:00,2025-11-17T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 149.60058097313043, ""funding_pressure_bps"": 3.0309, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-17T04:01:00+00:00,2025-11-17T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 159.8892106257077, ""funding_pressure_bps"": 2.3027, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-17T08:01:00+00:00,2025-11-17T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 102.35487796149245, ""funding_pressure_bps"": 3.0309, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-17T08:01:00+00:00,2025-11-17T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 83.38417734390814, ""funding_pressure_bps"": 1.3329, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-17T12:01:00+00:00,2025-11-17T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 22.375775328438152, ""funding_pressure_bps"": 4.7779, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-17T16:01:00+00:00,2025-11-17T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 12.313406581223596, ""funding_pressure_bps"": 4.3836, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-18T04:01:00+00:00,2025-11-18T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 116.6810717372524, ""funding_pressure_bps"": 3.3292, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-18T04:01:00+00:00,2025-11-18T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 127.23029436121358, ""funding_pressure_bps"": 1.6077000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-18T08:01:00+00:00,2025-11-18T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 47.193177703583885, ""funding_pressure_bps"": 4.3836, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-18T08:01:00+00:00,2025-11-18T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 56.35414622137791, ""funding_pressure_bps"": 4.2827, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-18T16:01:00+00:00,2025-11-18T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 248.22429906542044, ""funding_pressure_bps"": 3.1140000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-19T08:01:00+00:00,2025-11-19T08:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 235.80568602393325, ""funding_pressure_bps"": 4.1711, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-20T04:01:00+00:00,2025-11-20T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 96.73286354900723, ""funding_pressure_bps"": 2.9757, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-20T04:01:00+00:00,2025-11-20T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 30.127121757661524, ""funding_pressure_bps"": 2.9646000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-20T08:01:00+00:00,2025-11-20T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 64.21232876712368, ""funding_pressure_bps"": 4.8582, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-20T12:01:00+00:00,2025-11-20T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 38.53142137763, ""funding_pressure_bps"": 3.4865999999999997, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-11-21T12:01:00+00:00,2025-11-21T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 15.715155203896991, ""funding_pressure_bps"": 3.2054, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-21T12:01:00+00:00,2025-11-21T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 23.75917077882983, ""funding_pressure_bps"": 2.7005, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-22T08:01:00+00:00,2025-11-22T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 117.20698254364059, ""funding_pressure_bps"": 2.5672, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-23T04:01:00+00:00,2025-11-23T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 90.97614949594268, ""funding_pressure_bps"": 3.2727, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-23T04:01:00+00:00,2025-11-23T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 91.8922739803496, ""funding_pressure_bps"": 1.0964, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-25T04:01:00+00:00,2025-11-25T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 17.236807212941407, ""funding_pressure_bps"": 1.6568, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-25T12:01:00+00:00,2025-11-25T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 9.942286240847142, ""funding_pressure_bps"": 2.018, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-26T08:01:00+00:00,2025-11-26T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 42.85902677040765, ""funding_pressure_bps"": 2.5711, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-26T08:01:00+00:00,2025-11-26T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 44.58794587945958, ""funding_pressure_bps"": 1.2913000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-26T08:01:00+00:00,2025-11-26T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 61.58218853623776, ""funding_pressure_bps"": 1.0519, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-26T12:01:00+00:00,2025-11-26T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 15.266230685124782, ""funding_pressure_bps"": 1.1987, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-27T08:01:00+00:00,2025-11-27T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 64.99535747446438, ""funding_pressure_bps"": 3.7773, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-27T16:01:00+00:00,2025-11-27T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 102.84513174686705, ""funding_pressure_bps"": 4.6942, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-11-27T16:01:00+00:00,2025-11-27T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 81.89203354297625, ""funding_pressure_bps"": 1.8225, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-28T04:01:00+00:00,2025-11-28T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 88.09903546745713, ""funding_pressure_bps"": 3.9293, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-28T04:01:00+00:00,2025-11-28T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 59.05976848570749, ""funding_pressure_bps"": 2.5766999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-11-28T16:01:00+00:00,2025-11-28T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 51.127120613525534, ""funding_pressure_bps"": 2.2845, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-29T12:01:00+00:00,2025-11-29T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 63.523649165773136, ""funding_pressure_bps"": 2.504, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-11-30T04:01:00+00:00,2025-11-30T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 34.46163271557667, ""funding_pressure_bps"": 2.8327, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-11-30T08:01:00+00:00,2025-11-30T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 43.83984911868977, ""funding_pressure_bps"": 1.4867, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-01T08:01:00+00:00,2025-12-01T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 72.75733774286807, ""funding_pressure_bps"": 3.251, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-01T08:01:00+00:00,2025-12-01T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 93.57941252924329, ""funding_pressure_bps"": 2.4010000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-01T16:01:00+00:00,2025-12-01T16:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -99.16376822319273, ""funding_pressure_bps"": -1.3711000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-02T08:01:00+00:00,2025-12-02T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -20.615520541893417, ""funding_pressure_bps"": -3.5744, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-02T08:01:00+00:00,2025-12-02T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -43.48938347403464, ""funding_pressure_bps"": -2.4064, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-03T04:01:00+00:00,2025-12-03T04:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 173.7733644859807, ""funding_pressure_bps"": 2.5315, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-03T08:01:00+00:00,2025-12-03T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 103.2956222331527, ""funding_pressure_bps"": 2.745, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-03T08:01:00+00:00,2025-12-03T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 36.28940802903102, ""funding_pressure_bps"": 1.6113, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-03T12:01:00+00:00,2025-12-03T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 43.05638195620354, ""funding_pressure_bps"": 2.2453, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-04T04:01:00+00:00,2025-12-04T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 22.316447221601976, ""funding_pressure_bps"": 4.1377, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-04T04:01:00+00:00,2025-12-04T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 32.487227110420406, ""funding_pressure_bps"": 2.1272, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-04T08:01:00+00:00,2025-12-04T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 110.60100166945031, ""funding_pressure_bps"": 3.1006, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-04T16:01:00+00:00,2025-12-04T16:00:00+00:00,short,0.2,120,"{""entry_return_extension_bps"": 141.8918918918921, ""funding_pressure_bps"": 4.4574, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-04T16:01:00+00:00,2025-12-04T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 116.57585633563671, ""funding_pressure_bps"": 2.7125, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-05T04:01:00+00:00,2025-12-05T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 13.676772281743244, ""funding_pressure_bps"": 4.2286, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-05T04:01:00+00:00,2025-12-05T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 29.364022111615373, ""funding_pressure_bps"": 3.3353, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-05T08:01:00+00:00,2025-12-05T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 68.30601092896238, ""funding_pressure_bps"": 3.9286000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-05T12:01:00+00:00,2025-12-05T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 27.510119990248327, ""funding_pressure_bps"": 2.0749, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-05T16:01:00+00:00,2025-12-05T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 15.028719043579386, ""funding_pressure_bps"": 3.8109, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-05T16:01:00+00:00,2025-12-05T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 50.48683736025961, ""funding_pressure_bps"": 2.2472, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-06T04:01:00+00:00,2025-12-06T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 45.12411611278022, ""funding_pressure_bps"": 3.1169, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-06T04:01:00+00:00,2025-12-06T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 38.77240864909037, ""funding_pressure_bps"": 1.7792999999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-06T04:01:00+00:00,2025-12-06T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 35.252643948295855, ""funding_pressure_bps"": 1.2789000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-07T08:01:00+00:00,2025-12-07T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -11.480232474707641, ""funding_pressure_bps"": -1.4147999999999998, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-07T08:01:00+00:00,2025-12-07T08:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -42.14586756196903, ""funding_pressure_bps"": -1.0398, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-07T12:01:00+00:00,2025-12-07T12:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 14.752231811354655, ""funding_pressure_bps"": 1.0866, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-07T16:01:00+00:00,2025-12-07T16:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 57.905577836536715, ""funding_pressure_bps"": 1.1167, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-08T04:01:00+00:00,2025-12-08T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 59.522846744843875, ""funding_pressure_bps"": 1.0185000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-08T04:01:00+00:00,2025-12-08T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 54.312404953291704, ""funding_pressure_bps"": 1.0071, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-08T08:01:00+00:00,2025-12-08T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 82.27550540667706, ""funding_pressure_bps"": 1.0325, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-09T04:01:00+00:00,2025-12-09T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 84.09250175192673, ""funding_pressure_bps"": 2.1621, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-09T04:01:00+00:00,2025-12-09T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 68.27004165083972, ""funding_pressure_bps"": 2.0917, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-09T08:01:00+00:00,2025-12-09T08:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 65.17612130303219, ""funding_pressure_bps"": 1.5465000000000002, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-10T04:01:00+00:00,2025-12-10T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 62.841530054644764, ""funding_pressure_bps"": 4.0429, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ETH-PERP,2025-12-10T04:01:00+00:00,2025-12-10T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 30.62554959216479, ""funding_pressure_bps"": 2.9509000000000003, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
BTC-PERP,2025-12-10T04:01:00+00:00,2025-12-10T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 18.39551218919766, ""funding_pressure_bps"": 1.8846, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
ADA-PERP,2025-12-11T04:01:00+00:00,2025-12-11T04:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -178.32647462277197, ""funding_pressure_bps"": -1.8463, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
DOGE-PERP,2025-12-11T16:01:00+00:00,2025-12-11T16:00:00+00:00,long,0.2,720,"{""entry_return_extension_bps"": -70.289855072464, ""funding_pressure_bps"": -1.3601999999999999, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
LINK-PERP,2025-12-12T04:01:00+00:00,2025-12-12T04:00:00+00:00,short,0.2,480,"{""entry_return_extension_bps"": 38.001003800101074, ""funding_pressure_bps"": 1.7046000000000001, ""signal_family"": ""crypto_perp_funding_crowding_reversal_stateful_rebalance"", ""state_mode"": ""suppress_until_exit""}"
